id,dosya,satır,ekran,özellik,başlık,kategori,severite,mevcut,problem,çözüm,kullanıcıEtkisi,tasarımÖnerisi,impact,gereksinim,testAlanları,testSenaryosu,otomasyonUygun,eforSeviyesi,_report_type
DEV-007,apps/web/components/AiAssistant.tsx,110-120,,,Memory leak - cleanup function eksik,Performans,Yüksek,"const res = await fetch(`${API_BASE}/api/v1/ai/chat/sessions/${sid}/messages/stream`, { method: ""POST"", headers: { ""Content-Type"": ""application/json"", ...(token ? { Authorization: `Bearer ${token}` } : {}), }, body: JSON.stringify({ content: trimmed }),",Fetch stream response'unu okurken error handle'de cancelled flag kontrol yok - stream reader leak olabilir.,"response.body.getReader() ile AbortController kullanın, cancelled=true'de abort et.",,,,,,,,,dev
DEV-008,apps/web/components/NotificationBell.tsx,85-88,,,Hardcoded width responsive değil,Performans,Düşük,"className=""absolute right-0 z-40 mt-2 w-[360px] max-w-[90vw]""",Hardcoded w-[360px] mobile'da overflow olabilir. max-w-[90vw] var ama ilk width'i override ediyor.,w-full max-w-[360px] max-w-[90vw] ile düzelt.,,,,,,,,,dev
DEV-009,apps/web/components/ErrorBoundary.tsx,68,,,Retry button state reset'i yeterli değil,Hata İşleme,Orta,"onClick={() => this.setState({ hasError: false, error: null, showDetails: false })}",hasError=false yaptığında hata kaynağı (componentStack) temizlenmiyor - aynı error tekrar oluşursa tekrar catch olmayabilir.,Error boundary parent component'e kadar bubble ettir veya componentDidCatch'te error source temizle.,,,,,,,,,dev
DEV-010,apps/web/lib/hooks/use-auth.ts,38-44,,,Silent fail - 401 durumunda retry=false,Hata İşleme,Orta,"const query = useQuery({ queryKey: authKeys.me(), queryFn: () => apiFetch<CurrentUser>(""/api/v1/auth/me""), enabled: !!getToken() || hasSession(), staleTime: 10 * 60 * 1000, retry: false,",401 gelirse hata throw olur ama UI'da error gösterilmeyebilir. hasPermission() null check'i var ama error state UI'da handle edilmiyor.,useQuery hook'unda error state'i UI'da göster veya fallback UI sağla.,,,,,,,,,dev
DEV-011,apps/web/components/management/NotificationBell.tsx,94-96,,,Inline className string concat'ı,Refactor,Düşük,"className={`text-[11px] ${showDigest ? ""text-teal-300"" : ""text-slate-400 hover:text-slate-200""}`}",Tailwind safe list'te olmayan dinamik class string concat kullanılıyor - purge işleminde silinebilir.,"cn() utility ile static className'ler kullan: cn('text-[11px]', showDigest ? 'text-teal-300' : 'text-slate-400 hover:text-slate-200')",,,,,,,,,dev
DEV-012,apps/web/app/(dashboard)/p/[projectId]/management/layout.tsx,28-39,,,Error boundary'de children null olabilir,Hata İşleme,Orta,"class ManagementErrorBoundary extends React.Component<{ children: React.ReactNode }, { hasError: boolean; error: Error | null }> { ... return <div>...</div>; }
return this.props.children;",children={undefined} gelebilir ve error state'de render edilir - null safety check yok.,getDerivedStateFromError'da null check ekle veya fallback render et.,,,,,,,,,dev
DEV-013,apps/web/lib/api-client.ts,337-340,,,Type casting in error extraction,Tip Güvenliği,Orta,"let detail = typeof body === ""object"" && body !== null && ""detail"" in body ? String((body as { detail: unknown }).detail) : text || res.statusText;",Type assert ile güvenli olmayan cast - body bozulmuş JSON olabilir.,"const detail = extractApiErrorMessage(body, text || res.statusText) fonksiyonunu çağır.",,,,,,,,,dev
DEV-014,apps/web/components/CommandPalette.tsx,109-113,,,useScenarios query disabled logic eksik,Validasyon,Orta,"const scenarioQuery = query.trim().length >= 2 ? query.trim() : """";
const { data: scenarioPage } = useScenarios(project?.id && scenarioQuery ? project.id : undefined, { search: scenarioQuery, page_size: 6 });",scenarioQuery boş string geldiğinde ve project?.id undefined iken API call yine yapılabilir. enabled parametresi yok.,useScenarios hook'a enabled param ekle veya kondisyonu tighten et.,,,,,,,,,dev
DEV-015,apps/web/lib/useProject.tsx,58-66,,,localStorage.setItem'de error silently swallow,Hata İşleme,Düşük,"const setProject = useCallback((p: Project | null) => { setProjectState(p); try { if (p) localStorage.setItem(LS_KEY, JSON.stringify(p)); else localStorage.removeItem(LS_KEY); } catch { /* Private browsing, storage dolu vb. */ } }, []);",localStorage full olduğunda warning/fallback yok - project state yüklü ama persisted değil.,Error log ekle veya fallback session storage kullan.,,,,,,,,,dev
DEV-016,apps/web/components/AiAssistant.tsx,111-118,,,getToken() deprecated fonksiyon kullanıyor,Refactor,Yüksek,"const token = getToken();
const res = await fetch(..., { headers: { ...(token ? { Authorization: `Bearer ${token}` } : {}), }, }",getToken() httpOnly cookie auth'a geçildikten sonra her zaman null döner - header'a token eklenmez.,"credentials: 'include' fetch'de zaten var, getToken() satırını sil. Browser otomatik cookie gönderir.",,,,,,,,,dev
DEV-017,apps/web/components/ui/form-modal.tsx,47-50,,,onSubmit async error handling yok,Hata İşleme,Orta,const handleSubmit = (e: React.FormEvent) => { e.preventDefault(); void onSubmit(e); };,onSubmit Promise döndürebilir ama error handle edilmiyor. Form close olmuş olabilir submit fail olsun da.,try-catch wrap ekle veya error state'i UI'da göster.,,,,,,,,,dev
DEV-018,apps/web/lib/hooks/use-projects.ts,89-94,,,useProject hook'ta projectId! non-null assertion,Tip Güvenliği,Yüksek,"export function useProject(projectId: string | undefined) { return useQuery({ queryKey: projectKeys.detail(projectId!),",projectId undefined olabilir ama ! ile force cast - runtime'da queryKey boş olur.,enabled: !!projectId kondisyonu kullan: queryKey: projectId ? projectKeys.detail(projectId) : projectKeys.details(),,,,,,,,,dev
DEV-019,apps/web/app/(dashboard)/p/[projectId]/management/layout.tsx,1-20,,,useProject() global context yerine useParams() kullantılmalı,Refactor,Orta,const pathname = usePathname(); const router = useRouter(); const { data: projects = [] } = useProjects(); const { project } = useProject();,useProject() global context'ten alıyor ama route params'dan projectId zaten mevcut. Prop drilling değil ama context overhead var.,useParams() hook'u kulla: const { projectId } = useParams() daha performant olur.,,,,,,,,,dev
DEV-020,apps/web/components/AiStatusChip.tsx,50-56,,,Health check response type validation yok,Tip Güvenliği,Orta,"fetch(""/api/ai/health"") .then(r => r.ok ? r.json() : null) .then((data: AiHealth | null) => {",r.json() type assertion yok - data: any return olabilir. Type safety yok.,const data: unknown = await r.json(); then validate: if (!isAiHealth(data)) setHealth(null);,,,,,,,,,dev
DEV-021,apps/web/lib/api-client.ts,295-327,,,Duplicate fetch call on 401 retry,Performans,Düşük,let res: Response; try { res = await fetch(...); } catch (networkErr) { ... } if (res.status === 401 && retryOnUnauthorized) { ... const h2 = new Headers(headers); ...; res = await fetch(...);,"Headers iki kez parse ediliyor - h ve h2 ikisi de oluşturuluyor, kod tekrarı var.",Helper function yazın: const makeHeaders = () => ... ve reuse et.,,,,,,,,,dev
DEV-022,apps/web/components/NotificationBell.tsx,1-11,,,Deprecated component legacy reference,Refactor,Düşük,// @deprecated — use @/components/management/NotificationBell,Eski component burada hala var ve code referans ediyor. Dead code pattern.,Legacy NotificationBell'i kaldır veya wrapper yapın.,,,,,,,,,dev
DEV-023,apps/web/lib/ai-gateway.ts,117-124,,,Error handling - text response için JSON parse,Hata İşleme,Orta,if (!res.ok) { const text = await res.text(); let detail = text; try { const json = JSON.parse(text); detail = json.detail?.error || json.detail || text; } catch {} throw new Error(`AI Gateway hatası (${res.status}): ${detail}`);,text HTML olabilir (404 sayfa gibi) - JSON parse fail'de detail=HTML kalır - console'a HTML dumplanır.,HTML check ekle: if (text.trim().startsWith('<')) detail = 'HTML yanıt'; else parse JSON,,,,,,,,,dev
DEV-024,apps/web/components/CommandPalette.tsx,74-75,,,Recent entries timestamp'i kullanılmıyor,Refactor,Düşük,type RecentEntry = { id: string; label: string; href: string; ts: number };,ts field'ı var ama sort/display'de kullanılmıyor. Dead code.,Recent entries'i ts'ye göre sort et veya ts'yi kaldır.,,,,,,,,,dev
DEV-025,apps/web/lib/useWebSocket.ts,59-64,,,Unhandled WebSocket message parsing error,Hata İşleme,Orta,"ws.onmessage = (e) => { try { const msg = JSON.parse(e.data) as WSMessage; setMessages((prev) => [msg, ...prev].slice(0, 50)); handlerRef.current?.(msg); } catch { /* ignore malformed messages */ } };",Malformed message'lar silently ignored - metric/monitoring yok. Hangi message'lar fail ediyor bilinmiyor.,Error state ekle veya console.warn ile debug log'la.,,,,,,,,,dev
QA-001,,,management/cases/new/page.tsx,,Form Başlık Alanında Maksimum Uzunluk Uyarısı,Test Edilebilirlik,Orta,"500 karakter limit var, canlı karakter sayacı gösterilir (480+ amber uyarısı)",Karakter limiti yaklaşırken uyarı rengi (amber) eksik kontrast ile tam ve görünürlüğü test edilmiyor,,,,,,,"1) 480+ karakter yazarak uyarıyı tetikle
2) Kontrast oranını ölçün (WCAG AA: 4.5:1)
3) 500 karakterde trim validasyonu test et
4) 501 karakterde submit bloklanıyor mu kontrol et",True,M,qa
QA-002,,,management/cases/new/page.tsx,,Boş Adım Dizisi İle Form Gönderimi,Test Senaryosu,Yüksek,Minimum 1 adım gerekli: action && expected_result. Boş adımlar filtreleniyor.,"Tüm adımları silen kullanıcı hata mesajı almıyor, only action-result pair'i gerekli ama UX net değil",,,,,,,"1) Adım ekle ve hemen sil
2) Formu boş adımlarla gönder → 'En az bir adım' hatası alınmalı
3) Hata mesajında hang var mı (async state)?
4) Hata sonrası adım ekleme işi yok mu?",True,M,qa
QA-003,,,management/cases/new/page.tsx,,Drag-Drop Adım Sıralaması Test Edilebilirliği,Otomasyon,Yüksek,"dnd-kit ile drag-drop sıralaması var, SortableContext ve CSS transform kullanılıyor","data-testid eksik, drag handle'ın ARIA label'ı 'Sürükle' sadece Türkçe (i18n yok)",,,,,,,"1) Adım 1 → Adım 3 sürükle
2) step_no'lar güncellenmeli
3) Keyboard: Ctrl+Arrow ile sırala (sortableKeyboardCoordinates var)
4) E2E: Playwright drag-drop API ile test et",True,S,qa
QA-004,,,management/cases/new/page.tsx,,SharedStepPicker Modal Kapatma Senaryoları,Test Senaryosu,Orta,"Modal açma/kapatma state var (showStepPicker), onClose callback'i bağlı","Escape tuşu ile kapatma test edilmiyor, modal dış alanına click sonrası behavior net değil",,,,,,,"1) Modal aç → Escape tuş → kapatılmalı
2) Dış alana click → kapatılmalı
3) Adım seçip ekle → modal otomatik kapanmalı
4) Seçim yapıp Cancel → state sıfırlanmalı",True,M,qa
QA-005,,,management/cases/new/page.tsx,,Form İlk Render Sırasında async Members Yüklenmesi,Hata Yönetimi,Yüksek,"useQuery ile members yükleniyor, default boş dizi, fallback var","Network hatası sırasında Sahip (owner) dropdown boş kalıyor, retry/refetch UI yok",,,,,,,"1) Network offline → members query fail → fallback gösterilir
2) Online dön → otomatik refetch mi? (no autoRetry visible)
3) Sahip seçilmişse seçim kayıyor mu?
4) Hata toast mesajı var mı?",True,M,qa
QA-006,,,management/_components/workspace/CaseDetailDrawer.tsx,,Tab Geçişi ve Async Veri Yüklenmesi Sırasında State Tutarlılığı,Test Senaryosu,Yüksek,"7 tab (detail, runs, defects, files, comments, history, parametric) var, her birinin ayrı useQuery'si","Tab geçerken (detail → parametric), veriler paralel yükleniyor, Loading state gösterilmiyorbir kimi tablar",,,,,,,"1) Detail tab → slow network → Parametric tab kaydır
2) Her tab loading göstermeli (isLoading flag)
3) Veri hataları toast vs. inline error?
4) Tab kapatılırken query cancelation?",True,S,qa
QA-007,,,management/_components/workspace/CaseDetailDrawer.tsx,,Dosya Yükleme Validasyonu ve Hata Mesajları,Test Edilebilirlik,Orta,"uploadAttachment mutation var, setUploadError state, catch blok uyarı veriyor","Hata mesajı generik ('Dosya yüklenemedi'), format validasyonu client-side yok, max size yok",,,,,,,"1) Desteklenmiyor format (exe) yükle → server error
2) 100MB dosya yükle → timeout/size error
3) Hata sonrası retry UI var mı?
4) Başarılı upload → attahments list refetch mi?",True,M,qa
QA-008,,,management/_components/workspace/CaseTable.tsx,,Context Menu Viewport Sınırları,Edge Case,Orta,CaseContextMenu viewport içinde düzeltiliyor (x+width > vw check var),"Alt taraf (y+height > vh) yalnızca x için düzeltiliyor, menu bottom tarafta kesildiğinde görülüyor",,,,,,,"1) En alttaki case'e sağ-click (context menu aç)
2) Menu ekranın altına taşmalı
3) Tam viewport içinde görülmeli
4) Farklı ekran boyutları (mobile, tablet, desktop)",True,M,qa
QA-009,,,management/_components/workspace/CaseTable.tsx,,Keyboard Navigation (Context Menu),Test Senaryosu,Yüksek,"ArrowUp/Down ile focus döngüsü (focusIdx state), Enter yürütüyor","Tab tuşu ile menüden dışarı navigate edilmiyor, Escape sadece Close yapıyor (ideal)",,,,,,,"1) Context menu aç → ArrowUp/Down → focus değişimi
2) Enter → action yürütül
3) Escape → menu kapat
4) Tab → menu dışına çık (fallback focus?)",True,M,qa
QA-010,,,management/defects/page.tsx,,"Defect Filtreleme Seçenekleri (Priority, Severity, Status)",Test Senaryosu,Orta,"Severity (critical, major, minor, trivial), Status (open, in_progress, resolved, ... 10 seçenek), Priority (P0, P1, ...)","Status seçenekleri backend'den mi, hardcode mi? Customization var mı?",,,,,,,"1) P0 critical blocker defect aç
2) Filtreleme: severity=critical → filtrelenmalı
3) Status=open → açık defect'ler
4) Çoklu filtre (P0 AND critical AND open)",True,M,qa
QA-011,,,management/defects/page.tsx,,Sparkline Chart (Open Defect Trend) Veri Doğruluğu,Test Senaryosu,Orta,"Son 7 gün trendini gösteriyor, closed defect'ler exclude ediliyor","Timezone duyarlılığı (new Date().getTime() UTC mi?), dayEnd truncation net değil",,,,,,,"1) 3 defect aç (tarih: 6 gün önce, 3 gün önce, bugün)
2) 1 defect çöz (3 gün önce olanı)
3) Sparkline: [3,3,3,3,2,2,2] mi? (6,5,4,3,2,1,0 indisi)
4) Timezone sapmalar (UTC±12)?",True,S,qa
QA-012,,,management/defects/page.tsx,,Defect Silme Onay Dialogu (Undo Yok),Test Senaryosu,Yüksek,"Delete mutation var, onDeleted callback veritabanından kaldırır","Soft delete mi hard delete mi? Undo/restore UI yok, geri dönüş yok",,,,,,,"1) Defect seç → Delete
2) Confirm dialog → Evet → permanent delete
3) Listede kaybolmalı
4) Audit log'da silinmiş mi görülüyor?",True,M,qa
QA-013,,,management/runs/page.tsx + WorkspaceShell,,Run Listesi Pagination ve Infinite Scroll,Edge Case,Orta,"ITEMS_PER_PAGE=50, setPage with hasMore indicator, load more button","Scroll sırasında hasMore=true iken otomatik load mi (virtualizing), yoksa manual button mi?",,,,,,,"1) 200+ run olsun
2) İlk 50 load → scroll bottom
3) Otomatik ya da manual load? → Perf test
4) Scroll cache ediliyor mu (useMemo filtered)?",True,S,qa
QA-014,,,management/_components/workspace/WorkspaceShell.tsx,,Drag-Drop Case → Suite/Folder Sırasında Validation,Test Senaryosu,Yüksek,"useMoveManagementCase mutation, DndContext ile case/suite/folder drag'ı",Case → yanlış suite → error handling? Undo UI? State rollback?,,,,,,,"1) Case seç → Suite B sürükle (move)
2) onBulkMove → success → list update
3) Fail case (network) → rollback?
4) Async move sırasında disabled state?",True,S,qa
QA-015,,,management/members/page.tsx,,Member Rol Değişimi ve Permission Cascade,Test Senaryosu,Yüksek,"Rol değişimi mutation var (admin → member), capabilities matrix UI'da gösterilir","Rol düşürüldüğünde (admin → viewer), user'ın aktif session'ı ne olur? Realtime sync?",,,,,,,"1) Admin rol → Member role change
2) Veritabanında update
3) User active session → permission deny?
4) Broadcast/WebSocket yok mu (soft invalidate)?",True,S,qa
QA-016,,,management/members/page.tsx,,Email Validation ve Duplicate Member Kontrolü,Test Edilebilirlik,Orta,"isDuplicate check var, format doğrulaması (email regex)",Case sensitivity: 'Admin@Example.com' vs 'admin@example.com' duplicate mi? toLocaleLowerCase() yok,,,,,,,"1) admin@ex.com invite
2) ADMIN@EX.COM invite → duplicate error alınmalı
3) admin+tag@ex.com (valid) doğrul
4) spaces: 'admin @ex.com' → trim sonrası check",True,M,qa
QA-017,,,management/settings/page.tsx,,Environment Konfigürasyonu (Dev/Test/UAT/Prod) Değişimi,Test Senaryosu,Yüksek,"DEFAULT_ENVIRONMENTS: 4 env, baseUrl, active flag",Prod env'yi disable edebiliyor musun? Validation: prod active=false (safety)?,,,,,,,"1) Settings → Environments
2) Prod URL'i değiştir
3) Verification: URL syntax check?
4) Prod active toggle → warning?",True,M,qa
QA-018,,,management/settings/page.tsx,,API Key Yönetimi - Expiry ve Revocation,Test Senaryosu,Yüksek,"API_KEY_DURATIONS: 30/90/365 gün + sınırsız, reveal flag, maskedKey",Revoke sonrası key hemen invalid mi? Grace period? Audit log kaydı?,,,,,,,"1) API key oluştur (30 gün)
2) Key'i kopyala & revoke
3) API call → 401 mi (immediately)?
4) Expiry: 30 gün sonra auto-invalid? (cron check?)",True,S,qa
QA-019,,,management/settings/page.tsx,,RBAC Matrix Görüntüleme (6 rol × 25 permission),Test Edilebilirlik,Orta,"RBAC_MATRIX[25] ile 6 rol (admin, test_lead, qa_engineer, developer, ba, viewer) gösterilir",Responsive tasarım: mobile 6 col tablosu okunaklı mı? Scroll/wrap?,,,,,,,"1) Mobile view (320px)
2) Tablet view (768px)
3) Desktop (1200px)
4) Tüm PermBadge'ler görülüyor mu?",True,M,qa
QA-020,,,e2e/smoke.spec.ts,,E2E Register + Login + Project Creation Flow,Test Senaryosu,Yüksek,Smoke test var: register → login → project create → approval → scenario,"Serial test: 1 fail → sonrakiler skip, isolated setup yok, test-data cleanup?",,,,,,,"1) Her testa isolated setup (register unique email)
2) Parallel run support?
3) Cleanup: project/user delete sonunda?
4) Flaky timeouts (15s) → heartbeat health?",True,S,qa
PROD-001,,,,Test Case Repository & Organization,Gereksiz karmaşık hiyerarşi (Suite → Folder → Case → SubCase) eksik kullanım tanımı,Belirsiz Akış,Yüksek,"Veritabanında 4 seviye nested yapı: Suite, Folder (hierarchical), Case, SubCase. Frontend'de sadece Suite-Case gösteriliyor, Folder ve SubCase kullanım örnekleri yok.","Kullanıcılar Suite, Folder, SubCase arasındaki semantik farkları anlamayabiliyor. Folder'ın hangi senaryoda Suite'e göre tercih edilmesi gerektiği belirtilmiyor. SubCase (parent_id) ne zaman kullanılmalı?",,,,"Repository karmaşık, maintenance maliyeti yüksek, kullanıcılar organizasyon yapısı hakkında eğitime ihtiyaç. Yanlış seviye kullanımı sonucu veri kalitesi sorunu.","Business rule dokumentasyonu: Suite ne zaman, Folder ne zaman, SubCase ne zaman kullanılır? Ya da kullanılmayan yapılar silinsin.","1. Folder vs Suite semantic farkını dokümante et veya kaldır
2. SubCase kullanım case'i tanımla
3. Frontend'de tüm seviyeleri göster veya simplify et",,,,product
PROD-002,,,,Test Case Versioning & History,"Test case versioning flow'u belirsiz - version snapshot'ı kim görecek, nasıl revert edilecek?",Belirsiz Akış,Orta,"TestCaseVersion modeli (snapshot, version_no, change_summary) DB'de var ama Frontend'de display/revert/compare UI yok. Service'te version creation logic exists.","Version history tutuluyorsa, kullanıcılar ne zaman bir eski versiona geri dönmek isteyeceğini, nasıl yapacağını bilemez. Snapshot karşılaştırması (diff) UI'da yoksa, değişiklik auditi anlamsız hale gelir.",,,,Version control data dead code. Kullanıcılar case değişikliklerinin izini kaybediyor. Regulatory/audit compliance soru işareti.,"Version history UI (liste, view, diff compare, revert-to-version button). Ya da feature production'dan kaldırılsın.","1. Version UI ekranı tasarlanmalı ve test edilmeli
2. Revert endpoint'i ve iş kuralları
3. Change summary accuracy
4. Audit trail completeness",,,,product
PROD-003,,,,Test Case Review Workflow,Review status (none | pending | approved | rejected) yönetim flow'u eksik tanımlı,İş Kuralı,Yüksek,"TestCase.review_status, review_by, review_at, review_comment fields. Frontend'de CaseReviewOut şeması, endpoint'ler var ama UI flow (submit for review, approve, reject) bağlanmamış.","1. Kimin review yapabileceği (permission matrix) belirtilmemiş.
2. Review pending statüsünden approved'a geçiş: otomatik mi, rol tabanlı mı?
3. Rejected case ne olur? Draft'a mı dönüş?
4. Review deadline yok — case indefinitely pending olabilir.
5. Batch review (plan-level) destek yok — case-by-case mi zorunlu?",,,,QA Sign-off process reliable olmaz. Test plan release gate zayıf. Reviewer workload management imkansız.,"Review workflow definition: state machine (draft→submitted→pending_review→approved|rejected→active), role-based approver rules, SLA/reminder, bulk review action.","1. Review submit → approval → publish flow end-to-end
2. Permission checks (who can review)
3. Deadline enforcement + alert
4. Audit trail for rejections
5. Plan-level review sign-off",,,,product
PROD-004,,,,Test Run Execution & Completion,Test run status lifecycle (not_started | in_progress | completed | blocked | partial) açık olmayan geçişler,İş Kuralı,Yüksek,"TestRun.status (not_started | ?), TestRunCase.status (not_run | pass | fail | blocked | skipped), duration_seconds tracking. Completion logic'e karar vermek executor'e/system'e bağlı.","1. Run 'completed' ne zaman: last case tamamlandığında mı, manual sign-off mi?
2. Partial completion rule: 80% pass = release ready mi, %100 gerekli mi?
3. Blocked run (infrastructure down) auto-requeue mekanizması yok.
4. Run duration_seconds: execution time + wait time farkı yok.
5. Multiple retries (same run_case, different run) handling: last only mi, best mi, aggregate mi?",,,,Release readiness sinyal bulanık. Executor hangi criteria'da run sonlandıracağını bilemez. Analytics (duration trend) hatalı olabilir.,"Run completion rules ve signoff workflow: SLA timing, auto-completion vs manual gate, partial completion policy, retry strategy.","1. Run status transition matrix + SLA enforcement
2. Completion decision logic (manual/auto)
3. Duration tracking accuracy
4. Blocked case handling
5. Release readiness calculation (% pass threshold)",,,,product
PROD-005,,,,Defect Management & Traceability,Defect lifecycle ve root cause tracking eksik - defect'in 'closed' olduktan sonra case tekrar fail etse ne olur?,Veri Bütünlüğü,Kritik,"DefectLink (external_source, external_key, status, severity, priority, root_cause). Frontend defect'leri run result'la linking yapıyor (defect ref in RunResult). Defect status: open | in-progress | closed. Root cause: optional string.","1. Defect status = closed ama case tekrar fail etse? Linked defect'i reopen etmeli mi automatically?
2. Same test case multiple defects (independent bugs) tracking: multiple DefectLink mi, single mi?
3. Defect root_cause (optional) — production'da enforced mi? QA-only vs dev input?
4. Cross-project defects: defect project-scoped mi, global mi?
5. Defect resolution tracking: link to commit/PR, verification status (fixed in code vs fixed in test)?",,,,Defect integrity soru işareti. Duplicate reopening çalışma. Release quality gates unreliable. Root cause analysis incomplete.,"Defect lifecycle state machine, reopen triggers, root cause mandatory on closure, defect-to-code traceability, duplicate detection.","1. Defect status transitions + auto-reopen on case fail
2. Duplicate detection logic
3. Root cause enforcement
4. Traceability (defect→code→verification)
5. Cross-project duplicate handling",,,,product
PROD-006,,,,Requirement & Traceability Coverage,Requirement-to-TestCase coverage policy belirsiz - uncovered requirement'ler nasıl track edilir?,İş Kuralı,Yüksek,"Requirement (external_source, acceptance_criteria: JSONB), RequirementLink (case_id, coverage_status: covered|uncovered). Query: uncovered_requirements endpoint yok. Coverage report: test case dashboard'da görülüyor ama uncovered req'lere action yok.","1. Uncovered requirements: product feature'e include mi, tekrar-test mi, skip mi?
2. Coverage_status: kimin set etmesi, hangi criteria?
3. Requirement versioning: external system'de updated olsa, sync mi otomatik?
4. Orphan cases (no requirement): acceptable mi?
5. Cross-requirement dependency (AC-A requires AC-B): model'de yok, manual tracking mi?",,,,"Scope creep, unplanned feature test gaps. Test plan completeness validation zayıf.","Coverage policy enforcement, uncovered requirements report + action list, requirement sync strategy, traceability metrics.","1. Coverage report: all requirements + status
2. Uncovered req'lere action workflow (close/test/document)
3. External requirement sync + conflict resolution
4. Orphan case detection
5. Test-to-requirement ratio metrics",,,,product
PROD-007,,,,Test Data Management & Case Parameters,Test data sharing & parameter validation policy — CaseParamSet (reusable parametrization) UI/workflow yok,Eksik Özellik,Orta,"TestCase.test_data (JSONB dict), TestCaseStep.test_data. CaseParamSetCreate/Out schema'lar var ama endpoint'ler ve UI yok. Data sensitivity (masked in logs, encryption) handling yok.","1. Test case 20 step'te hard-coded data duplicate → CaseParamSet ile dedupe edilebilir ama UI yok.
2. Data validation: step test_data'nın case-level parametrelerle conflict'i detect edilmiyor.
3. Sensitive data (API key, PII): case preview/export'ta masking yok — security gap.
4. Data versioning: parametreler değişse, eski run'lar stale data ile kalıyor.
5. Data sources: static dict vs external API call vs faker generation — model'de fark yok.",,,,"Test data maintenance burden, duplication, security exposure, traceability loss.","Parameter set library + management UI, data sensitivity classifier, secure export, version tracking.","1. ParamSet creation + reuse UI
2. Data masking in logs + export
3. Sensitive data detection
4. Parameter conflict detection
5. Data source audit trail",,,,product
PROD-008,,,,Test Plan & Regression Set Management,Regression set auto-selection (risk-based prioritization) vs manual selection — business rule'ü mix,Belirsiz Akış,Orta,"RegressionSet (set_type, filters: RegressionSelectionFilter), RegressionSetCase (risk_score, reason, include_mode). include_mode: manual | smart_selection | risk_based. Service'te risk calculation var ama smart selection algorithm detayı açık değil.","1. Risk score nedir? Flakiness + failure frequency + coverage gap combination mi? Formula'sı vs business rule'ü.
2. Auto-selection: qui decides include_mode mı, user trigger mi, schedule mi?
3. Plan approval gate: regression set'e test case ekleme işlem sırasında veya before-run'da?
4. Scope change mid-plan: case remove policy, impact on already-executed cases?
5. Plan vs Cycle semantic: Plan = release scope, Cycle = test round. Data model'de clear FK yok.",,,,Regression selection inconsistent. Release scope commit zayıf. Re-testing justification missing.,"Risk scoring formula definition, selection algorithm transparency, plan approval workflow, scope change audit.","1. Risk score calculation + formula validation
2. Smart selection algorithm output
3. Plan scope lock + change audit
4. Test case removal impact
5. Regression completeness metric",,,,product
PROD-009,,,,Release Readiness & Sign-off,"Release readiness decision (test pass % + defect severity threshold + sign-off approval) — policy bölünmüş, merge missing",İş Kuralı,Kritik,"ReleaseSignoff (project_id, release_name, role, decision: pass|conditional|fail, status: signed). ReleaseReadinessPredictionOut schema. Release report veri var ama decision matrix (pass % vs open high-sev defect count) kodda yoksa heuristic'tir.","1. Release readiness criteria: >90% pass mi, <5 P0 open mi, manager sign-off gerekli mi, legal/compliance gates mi?
2. Conditional sign-off: with-known-issues decision mekanizması unclear — issue tracking mi, mitigation plan mi gerekli?
3. Signoff authority: QA lead yeterin, dev manager + product owner consensus gerekli mi?
4. Signoff expiration: 24h valid mi? Code change invalidate eder mi?
5. Release notes requirement: defect list, test summary (coverage %, flakiness), known issue cutover plan — enforcement yok.",,,,"Release gate arbitrary, inconsistent, audit trail incomplete. Issue escalation path vague.","Release criteria matrix (quantitative + qualitative), approval hierarchy, signoff validity rules, required release artifacts.","1. Release readiness score calculation
2. Sign-off authority validation
3. Decision audit trail
4. Conditional release policy enforcement
5. Signoff expiration + re-validation",,,,product
PROD-010,,,,Test Case Ownership & Assignment,"Test case owner vs run case assigned_to — sorumlu kim, accountable kim? Permissions framework eksik.",İş Kuralı,Yüksek,"TestCase.owner_id, TestRunCase.assigned_to (both FK to sd_users). Model'de farklı, business rule yoksa. Frontend'de assignment UI partial (management module'de görülüyor ama qa module'de eksik).","1. Ownership semantic: template owner (case creator) vs current executor (run assigne) — when does owner change?
2. Can executor modify case baseline? Permission'ler merge edilmemiş — owner/admin only mi?
3. Default assignment: user self-assign mi, manager assign mi, round-robin mi?
4. Reassignment workflow: executor → owner approval gerekli mi?
5. Team view: 'My Work' queue owner-based mi (my cases) vs assigned-based mi (my runs)?",,,,"Accountability gap, unauthorized changes risk, workload visibility unclear.","Ownership vs assignment semantic definition, permission matrix, assignment workflow, workload dashboard.","1. Owner vs assigned_to permission separation
2. Default assignment strategy
3. Case modification by executor validation
4. Reassignment audit trail
5. Workload distribution metrics",,,,product
